campus_id,parking_lot_id,occupied_spaces,available_spaces,occupancy_percentage,predicted_occupancy,status,observation_timestamp,ingestion_timestamp,source,provenance
vitap,vitap-lot-hostel,81,81,0.5,"{""t_15min"": 85, ""t_30min"": 89, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,31,59,0.3444,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,70,38,0.6481,"{""t_15min"": 73, ""t_30min"": 77, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,85,77,0.5247,"{""t_15min"": 89, ""t_30min"": 93, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,31,59,0.3444,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,71,37,0.6574,"{""t_15min"": 74, ""t_30min"": 78, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,81,81,0.5,"{""t_15min"": 85, ""t_30min"": 89, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,31,41,0.4306,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,31,59,0.3444,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,72,36,0.6667,"{""t_15min"": 75, ""t_30min"": 79, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,82,80,0.5062,"{""t_15min"": 86, ""t_30min"": 90, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,31,41,0.4306,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,30,60,0.3333,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T16:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,63,45,0.5833,"{""t_15min"": 66, ""t_30min"": 69, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,75,87,0.463,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,28,44,0.3889,"{""t_15min"": 29, ""t_30min"": 30, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,28,62,0.3111,"{""t_15min"": 29, ""t_30min"": 30, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,58,50,0.537,"{""t_15min"": 60, ""t_30min"": 63, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,73,89,0.4506,"{""t_15min"": 76, ""t_30min"": 80, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,26,46,0.3611,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,26,64,0.2889,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,58,50,0.537,"{""t_15min"": 60, ""t_30min"": 63, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,70,92,0.4321,"{""t_15min"": 73, ""t_30min"": 77, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,25,47,0.3472,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,26,64,0.2889,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,58,50,0.537,"{""t_15min"": 60, ""t_30min"": 63, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,70,92,0.4321,"{""t_15min"": 73, ""t_30min"": 77, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,26,46,0.3611,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,26,64,0.2889,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T17:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,45,63,0.4167,"{""t_15min"": 47, ""t_30min"": 49, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,53,109,0.3272,"{""t_15min"": 55, ""t_30min"": 58, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,20,52,0.2778,"{""t_15min"": 21, ""t_30min"": 22, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,19,71,0.2111,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,6,48,0.1111,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,40,68,0.3704,"{""t_15min"": 42, ""t_30min"": 44, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,47,115,0.2901,"{""t_15min"": 49, ""t_30min"": 51, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,18,54,0.25,"{""t_15min"": 18, ""t_30min"": 19, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,17,73,0.1889,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,5,49,0.0926,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,39,69,0.3611,"{""t_15min"": 40, ""t_30min"": 42, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,47,115,0.2901,"{""t_15min"": 49, ""t_30min"": 51, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,17,55,0.2361,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,17,73,0.1889,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,5,49,0.0926,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,40,68,0.3704,"{""t_15min"": 42, ""t_30min"": 44, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,46,116,0.284,"{""t_15min"": 48, ""t_30min"": 50, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,17,55,0.2361,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,17,73,0.1889,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,5,49,0.0926,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T18:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,25,83,0.2315,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,30,132,0.1852,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,11,61,0.1528,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,11,79,0.1222,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,21,87,0.1944,"{""t_15min"": 22, ""t_30min"": 23, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,25,137,0.1543,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,9,81,0.1,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,19,89,0.1759,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,24,138,0.1481,"{""t_15min"": 25, ""t_30min"": 26, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,9,81,0.1,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,20,88,0.1852,"{""t_15min"": 21, ""t_30min"": 22, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,23,139,0.142,"{""t_15min"": 24, ""t_30min"": 25, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,8,82,0.0889,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T19:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,14,94,0.1296,"{""t_15min"": 14, ""t_30min"": 15, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,16,146,0.0988,"{""t_15min"": 16, ""t_30min"": 17, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,6,66,0.0833,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,6,84,0.0667,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,12,96,0.1111,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,15,147,0.0926,"{""t_15min"": 15, ""t_30min"": 16, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,11,97,0.1019,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,14,148,0.0864,"{""t_15min"": 14, ""t_30min"": 15, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,11,97,0.1019,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,14,148,0.0864,"{""t_15min"": 14, ""t_30min"": 15, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T20:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,9,99,0.0833,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,11,151,0.0679,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,9,153,0.0556,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:15:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,9,153,0.0556,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,3,87,0.0333,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:30:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,9,153,0.0556,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,3,69,0.0417,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T21:45:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,7,101,0.0648,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-04T22:00:00,2026-09-24T12:03:58.669101,synthetic_generator,SYNTHETIC
